vehicle_id,speed,battery_temp,motor_torque,energy_consumption,outside_temp,timestamp,temp_difference,anomaly,predicted_temp
EV001,48.45,43.97,108.12,9.85,11.21,2025-12-05 18:28:00,32.76,1,34.62915206502227
EV001,55.38,44.12,100.34,19.3,22.45,2025-12-05 18:28:00,21.67,1,35.59561906812348
EV001,95.2,28.8,142.05,9.24,29.11,2025-12-05 18:28:00,-0.3099999999999987,0,33.43042808946919
EV001,85.44,29.68,293.42,12.27,33.56,2025-12-05 18:28:00,-3.8800000000000026,0,34.02879367080553
EV001,27.55,43.91,144.89,16.12,30.87,2025-12-05 18:28:00,13.039999999999996,0,35.884293352754796
EV001,23.67,42.81,255.12,15.19,21.68,2025-12-05 18:28:00,21.130000000000003,0,35.866176810225966
EV001,87.59,42.24,176.72,16.36,27.59,2025-12-05 18:28:00,14.650000000000002,0,34.46753350487073
EV001,98.73,43.59,120.01,15.47,16.92,2025-12-05 18:28:00,26.67,0,34.09258768490898
EV001,56.25,31.35,261.0,8.41,33.93,2025-12-05 18:28:00,-2.5799999999999983,0,34.26866098001147
EV001,88.11,44.77,246.59,8.41,17.18,2025-12-05 18:28:00,27.590000000000003,0,33.50158930712276
EV001,67.04,30.86,245.49,15.83,34.82,2025-12-05 18:28:00,-3.960000000000001,0,34.89874032281925
EV001,54.51,35.22,132.69,17.5,29.61,2025-12-05 18:28:00,5.609999999999999,0,35.40069576948956
EV001,59.17,29.99,175.01,16.9,34.33,2025-12-05 18:28:00,-4.34,0,35.21654353432661
EV001,90.28,32.76,194.58,13.57,34.34,2025-12-05 18:28:00,-1.5800000000000054,0,34.06817015875019
EV001,72.61,35.62,145.67,8.66,22.27,2025-12-05 18:28:00,13.349999999999998,0,33.9047542271909
EV001,91.78,32.07,288.2,17.42,10.33,2025-12-05 18:28:00,21.74,0,34.49377697651677
EV001,52.94,26.17,286.93,19.48,11.42,2025-12-05 18:28:00,14.750000000000002,0,35.67595226796145
EV001,27.63,40.28,116.56,9.87,24.17,2025-12-05 18:28:00,16.11,0,35.13281967655493
EV001,24.83,42.32,259.16,10.92,27.91,2025-12-05 18:28:00,14.41,0,35.32615737470908
EV001,42.32,36.22,124.17,12.17,33.76,2025-12-05 18:28:00,2.460000000000001,0,35.054971987363054
EV001,96.63,40.01,215.43,9.2,10.51,2025-12-05 18:28:00,29.5,0,33.391201842136915
EV001,77.18,32.91,267.82,19.88,21.08,2025-12-05 18:28:00,11.829999999999998,0,35.140313226119986
EV001,37.38,30.54,253.57,15.72,19.14,2025-12-05 18:28:00,11.4,0,35.599652046343955
EV001,94.64,32.67,127.4,15.33,34.61,2025-12-05 18:28:00,-1.9399999999999973,0,34.17426998324235
EV001,88.61,28.55,267.04,14.15,14.38,2025-12-05 18:28:00,14.17,0,34.177935633843305
EV001,25.99,28.5,127.88,13.06,19.98,2025-12-05 18:28:00,8.52,0,35.55487392729632
EV001,87.54,40.78,196.79,13.46,21.63,2025-12-05 18:28:00,19.15,0,34.12094724843421
EV001,81.09,42.96,239.69,19.46,12.75,2025-12-05 18:28:00,30.21,0,34.995805203752255
EV001,25.93,27.11,140.33,13.77,20.4,2025-12-05 18:28:00,6.710000000000001,0,35.64146711070453
EV001,89.57,25.9,168.83,9.43,19.2,2025-12-05 18:28:00,6.699999999999999,0,33.58876403800328
EV001,37.55,40.48,159.07,8.68,29.6,2025-12-05 18:28:00,10.879999999999995,0,34.75126868812517
EV001,86.67,40.72,260.6,17.36,13.57,2025-12-05 18:28:00,27.15,0,34.60961133391785
EV001,81.55,31.41,122.84,16.74,17.6,2025-12-05 18:28:00,13.81,0,34.65852699225659
EV001,82.15,40.0,161.98,19.56,20.28,2025-12-05 18:28:00,19.72,0,34.98227706176155
EV001,71.59,29.14,146.06,9.52,14.49,2025-12-05 18:28:00,14.65,0,34.032449823032586
EV001,30.07,44.95,139.29,13.85,10.3,2025-12-05 18:28:00,34.650000000000006,0,35.55138533951155
EV001,90.32,26.94,192.19,13.48,19.41,2025-12-05 18:28:00,7.530000000000001,0,34.05641362079005
EV001,88.76,30.63,221.66,15.61,12.31,2025-12-05 18:28:00,18.32,0,34.34941849771231
EV001,93.54,36.4,227.4,10.1,17.51,2025-12-05 18:28:00,18.89,0,33.573532532475
EV001,73.43,26.34,103.84,12.07,11.84,2025-12-05 18:28:00,14.5,0,34.29396479611992
EV001,59.26,33.53,191.17,16.36,27.95,2025-12-05 18:28:00,5.580000000000002,0,35.14961575511986
EV001,47.75,41.34,273.38,17.56,11.07,2025-12-05 18:28:00,30.270000000000003,0,35.570647374335465
EV001,41.59,43.81,261.67,18.31,25.73,2025-12-05 18:28:00,18.08,0,35.808903236726614
EV001,59.3,31.21,230.81,15.84,33.19,2025-12-05 18:28:00,-1.9799999999999969,0,35.086290344322784
EV001,31.29,37.59,254.5,10.72,20.68,2025-12-05 18:28:00,16.910000000000004,0,35.14663880139653
EV001,43.35,31.87,105.28,13.62,25.64,2025-12-05 18:28:00,6.23,0,35.20406841026891
EV001,26.69,26.85,100.53,15.83,17.96,2025-12-05 18:28:00,8.89,0,35.870219983869454
EV001,20.78,40.22,277.76,9.79,31.99,2025-12-05 18:28:00,8.23,0,35.28814828495848
EV001,46.07,34.98,292.65,17.92,25.59,2025-12-05 18:28:00,9.389999999999995,0,35.6542695381908
EV001,60.76,29.53,259.2,13.99,25.29,2025-12-05 18:28:00,4.240000000000002,0,34.82927283091955
EV001,84.22,31.81,157.65,19.11,11.63,2025-12-05 18:28:00,20.18,0,34.878471646653196
EV001,76.49,43.56,196.25,8.38,21.58,2025-12-05 18:28:00,21.980000000000004,0,33.777758360108805
EV001,20.05,25.17,286.34,9.64,13.68,2025-12-05 18:28:00,11.490000000000002,1,35.28773485956775
EV001,43.21,39.07,215.31,10.17,16.8,2025-12-05 18:28:00,22.27,0,34.79368883677807
EV001,41.76,37.15,218.32,14.04,20.24,2025-12-05 18:28:00,16.91,0,35.29271936166672
EV001,32.69,44.96,185.35,11.16,18.9,2025-12-05 18:28:00,26.06,0,35.16570009717445
EV001,83.98,25.57,215.25,15.06,19.44,2025-12-05 18:28:00,6.129999999999999,0,34.39854313878253
EV001,20.51,28.34,164.7,14.87,34.57,2025-12-05 18:28:00,-6.23,0,35.903881157499214
EV001,62.5,43.66,207.27,13.52,13.34,2025-12-05 18:28:00,30.32,0,34.73101405040522
EV001,89.58,44.14,295.14,13.14,15.37,2025-12-05 18:28:00,28.770000000000003,1,34.03345471249901
EV001,50.56,36.07,193.32,18.58,13.32,2025-12-05 18:28:00,22.75,0,35.62531906822918
EV001,45.53,40.83,198.6,9.38,27.74,2025-12-05 18:28:00,13.09,0,34.64308895292167
EV001,86.08,32.68,101.13,16.02,30.57,2025-12-05 18:28:00,2.1099999999999994,0,34.463113365824015
EV001,52.27,26.01,161.03,14.56,14.06,2025-12-05 18:28:00,11.95,0,35.1020395574928
EV001,86.35,35.0,244.48,13.48,13.77,2025-12-05 18:28:00,21.23,0,34.15199662585496
EV001,38.29,30.33,199.71,14.66,15.85,2025-12-05 18:28:00,14.48,0,35.45061932385886
EV001,69.11,34.15,268.51,12.48,31.97,2025-12-05 18:28:00,2.18,0,34.44714483508968
EV001,31.89,41.2,111.92,15.28,10.94,2025-12-05 18:28:00,30.260000000000005,0,35.67906291447422
EV001,63.1,25.38,230.81,8.47,15.97,2025-12-05 18:28:00,9.409999999999998,0,34.11093381938295
EV001,34.65,31.69,136.2,9.94,29.79,2025-12-05 18:28:00,1.900000000000002,0,34.972198817010934
EV001,68.44,28.26,119.24,8.99,34.47,2025-12-05 18:28:00,-6.209999999999997,0,34.04472860870667
EV001,99.06,42.63,292.92,8.04,23.62,2025-12-05 18:28:00,19.01,1,33.19358034651217
EV001,26.06,40.12,221.49,16.04,20.11,2025-12-05 18:28:00,20.01,0,35.91057286615886
EV001,35.94,35.54,163.0,10.41,14.47,2025-12-05 18:28:00,21.07,0,34.99750633673264
EV001,77.31,33.2,262.94,15.97,33.57,2025-12-05 18:28:00,-0.3699999999999974,0,34.66826634405737
EV001,67.25,37.41,227.76,15.59,30.53,2025-12-05 18:28:00,6.879999999999996,0,34.86490166814384
EV001,90.7,25.43,205.55,9.42,24.71,2025-12-05 18:28:00,0.7199999999999989,0,33.56035851611665
EV001,85.99,43.88,249.56,9.66,24.33,2025-12-05 18:28:00,19.550000000000004,0,33.70254062741476
EV001,51.27,26.67,198.45,10.02,32.09,2025-12-05 18:28:00,-5.420000000000002,0,34.58164452611766
EV001,76.6,35.69,207.5,13.3,31.77,2025-12-05 18:28:00,3.919999999999998,0,34.36515381184605
EV001,57.33,37.74,253.41,18.31,26.54,2025-12-05 18:28:00,11.200000000000005,0,35.429941901784105
EV001,77.7,35.06,178.76,9.81,26.23,2025-12-05 18:28:00,8.830000000000002,0,33.920122492524776
EV001,30.09,35.34,285.66,12.41,18.02,2025-12-05 18:28:00,17.320000000000004,0,35.37820805283955
EV001,71.93,29.25,245.21,10.71,25.41,2025-12-05 18:28:00,3.84,0,34.166977730362596
EV001,79.92,36.63,157.24,8.04,20.41,2025-12-05 18:28:00,16.220000000000002,0,33.654401182014055
EV001,68.96,34.58,164.99,16.92,33.27,2025-12-05 18:28:00,1.3099999999999952,0,34.983234877587975
EV001,73.22,40.47,124.93,15.23,12.24,2025-12-05 18:28:00,28.23,0,34.67799207564153
EV001,44.5,28.9,177.02,16.36,14.15,2025-12-05 18:28:00,14.749999999999998,0,35.504982292842314
EV001,68.09,44.4,192.26,19.03,17.14,2025-12-05 18:28:00,27.26,0,35.257228538936445
EV001,57.15,27.9,236.28,8.9,16.3,2025-12-05 18:28:00,11.599999999999998,0,34.305756818198795
EV001,44.35,36.12,269.61,14.62,28.65,2025-12-05 18:28:00,7.469999999999999,0,35.299919697823675
EV001,93.68,31.09,135.69,8.78,24.69,2025-12-05 18:28:00,6.399999999999999,0,33.411857400309565
EV001,83.97,29.85,273.92,14.6,19.18,2025-12-05 18:28:00,10.670000000000002,0,34.34361720084507
EV001,86.44,38.54,154.57,17.36,25.75,2025-12-05 18:28:00,12.79,0,34.61514888836745
EV001,95.99,39.82,206.42,11.27,25.22,2025-12-05 18:28:00,14.6,0,33.65486084458583
EV001,27.21,31.47,160.04,11.52,18.19,2025-12-05 18:28:00,13.279999999999998,0,35.34081229106673
EV001,49.57,42.8,249.48,13.63,28.73,2025-12-05 18:28:00,14.069999999999997,0,35.055512953005135
EV001,99.13,31.52,155.6,18.74,16.45,2025-12-05 18:28:00,15.07,0,34.47512044421464
EV001,31.61,43.52,252.58,9.99,11.96,2025-12-05 18:28:00,31.56,0,35.05138722160292
EV001,23.77,34.94,185.2,11.09,33.9,2025-12-05 18:28:00,1.0399999999999991,0,35.37206597173692
EV001,33.38,41.52,272.99,9.88,12.87,2025-12-05 18:28:00,28.65000000000001,0,34.99558009142731
EV001,24.61,38.2,201.6,15.24,22.17,2025-12-05 18:28:00,16.03,0,35.849541446516106
EV001,55.58,27.09,152.3,12.9,22.92,2025-12-05 18:28:00,4.169999999999998,0,34.82326709139305
EV001,91.31,28.94,191.54,11.9,15.44,2025-12-05 18:28:00,13.500000000000002,0,33.84309243456012
EV001,43.17,32.97,238.71,13.11,33.7,2025-12-05 18:28:00,-0.730000000000004,0,35.147239066796985
EV001,99.56,43.04,274.36,17.77,27.04,2025-12-05 18:28:00,16.0,0,34.34843784211501
EV001,61.48,25.89,250.31,17.45,10.62,2025-12-05 18:28:00,15.27,0,35.22688741278041
EV001,49.68,28.97,145.88,19.47,30.69,2025-12-05 18:28:00,-1.7200000000000024,0,35.753241807091186
EV001,60.24,38.83,263.65,16.72,25.6,2025-12-05 18:28:00,13.229999999999997,0,35.16919489794934
EV001,73.32,28.65,280.41,16.6,34.68,2025-12-05 18:28:00,-6.030000000000001,0,34.83988527068285
EV001,70.36,33.43,272.25,13.66,33.75,2025-12-05 18:28:00,-0.3200000000000003,0,34.55856401174572
EV001,36.98,25.51,193.06,19.2,12.78,2025-12-05 18:28:00,12.730000000000002,0,36.02663066296699
EV001,39.74,27.21,102.02,8.95,29.26,2025-12-05 18:28:00,-2.0500000000000007,0,34.730921994272606
EV001,35.04,31.37,143.97,15.25,32.34,2025-12-05 18:28:00,-0.9700000000000024,0,35.59962466650087
EV001,74.93,28.54,108.24,11.31,16.78,2025-12-05 18:28:00,11.759999999999998,0,34.16670532603001
EV001,54.98,25.7,234.29,10.18,11.84,2025-12-05 18:28:00,13.86,0,34.511509783012954
EV001,80.66,43.6,175.14,15.41,34.66,2025-12-05 18:28:00,8.940000000000005,0,34.52045119738343
EV001,65.3,44.1,182.46,9.66,11.92,2025-12-05 18:28:00,32.18,0,34.200679764642246
EV001,69.76,25.76,248.72,13.21,26.38,2025-12-05 18:28:00,-0.6199999999999974,0,34.51904238090017
EV001,28.5,38.72,212.0,8.3,12.09,2025-12-05 18:28:00,26.63,0,34.92358692528076
EV001,67.38,26.77,234.73,18.12,34.23,2025-12-05 18:28:00,-7.459999999999997,0,35.165188602522825
EV001,60.6,42.61,132.34,14.13,30.7,2025-12-05 18:28:00,11.91,0,34.8499149082854
EV001,61.7,31.47,245.45,9.9,20.33,2025-12-05 18:28:00,11.14,0,34.31613715664009
EV001,52.09,27.53,117.53,13.91,20.13,2025-12-05 18:28:00,7.400000000000002,0,35.028420348446055
EV001,53.45,31.03,166.53,19.15,16.31,2025-12-05 18:28:00,14.720000000000002,0,35.62409723116547
EV001,87.85,34.96,209.82,11.25,15.29,2025-12-05 18:28:00,19.67,0,33.848443567229474
EV001,66.39,27.54,146.57,8.17,30.41,2025-12-05 18:28:00,-2.870000000000001,0,33.9957444310553
EV001,29.08,37.94,137.8,10.26,27.15,2025-12-05 18:28:00,10.79,0,35.14468077558572
EV001,78.78,25.93,264.25,18.18,12.02,2025-12-05 18:28:00,13.91,0,34.89791416908691
EV001,65.58,40.94,170.71,19.74,11.55,2025-12-05 18:28:00,29.39,0,35.40280871539479
EV001,53.49,30.13,185.19,11.7,11.46,2025-12-05 18:28:00,18.67,0,34.72967347441493
EV001,33.74,34.68,228.12,18.43,34.99,2025-12-05 18:28:00,-0.3100000000000023,0,36.012293691073836
EV001,40.62,39.87,227.24,12.62,26.2,2025-12-05 18:28:00,13.669999999999998,0,35.149869162704654
EV001,25.53,26.86,197.41,12.77,34.09,2025-12-05 18:28:00,-7.230000000000004,0,35.53117002893341
EV001,87.62,35.55,197.45,10.51,32.53,2025-12-05 18:28:00,3.019999999999996,0,33.76523468935505
EV001,26.34,43.41,155.06,14.13,13.84,2025-12-05 18:28:00,29.57,0,35.67476975803955
EV001,66.44,25.82,100.97,14.89,34.35,2025-12-05 18:28:00,-8.530000000000001,0,34.80045416246184
EV001,74.13,43.97,192.12,17.98,32.18,2025-12-05 18:28:00,11.79,0,34.98588355201396
EV001,20.86,33.1,137.7,16.37,10.48,2025-12-05 18:28:00,22.62,0,36.075345861079384
EV001,83.98,42.41,220.83,17.54,34.59,2025-12-05 18:28:00,7.819999999999993,0,34.69596361467929
EV001,95.91,30.07,103.16,8.23,32.35,2025-12-05 18:28:00,-2.280000000000001,0,33.29220701228532
EV001,44.11,28.3,195.82,10.75,29.89,2025-12-05 18:28:00,-1.59,0,34.841578159977765
EV001,27.56,37.3,201.88,8.46,34.13,2025-12-05 18:28:00,3.1699999999999946,0,34.96540708735285
EV001,50.86,27.57,233.15,13.45,29.75,2025-12-05 18:28:00,-2.18,0,35.0028675254152
EV001,41.7,30.53,213.31,13.81,13.85,2025-12-05 18:28:00,16.68,0,35.26658059050116
EV001,60.31,42.56,155.39,12.87,21.28,2025-12-05 18:28:00,21.28,0,34.705788251983286
EV001,84.66,36.35,292.7,10.1,34.06,2025-12-05 18:28:00,2.289999999999999,0,33.78733028687712
EV001,78.79,35.62,223.46,14.91,32.2,2025-12-05 18:28:00,3.4199999999999946,0,34.505510117066734
EV001,99.84,41.26,275.12,9.83,17.98,2025-12-05 18:28:00,23.28,0,33.38947123816607
EV001,81.14,37.21,203.34,8.16,11.94,2025-12-05 18:28:00,25.270000000000003,0,33.6394193804573
EV001,27.09,37.22,205.38,11.24,31.96,2025-12-05 18:28:00,5.259999999999998,0,35.31012171876037
EV001,28.08,43.81,199.93,10.57,33.26,2025-12-05 18:28:00,10.550000000000004,0,35.20593465876675
EV001,67.78,40.22,133.94,18.81,30.21,2025-12-05 18:28:00,10.009999999999998,0,35.23830812480685
EV001,39.49,41.77,133.02,9.95,29.61,2025-12-05 18:28:00,12.160000000000004,0,34.856868686444784
EV001,37.23,36.7,265.88,11.54,27.97,2025-12-05 18:28:00,8.730000000000004,0,35.101966079878494
EV001,24.46,28.87,115.64,18.82,31.52,2025-12-05 18:28:00,-2.6499999999999986,0,36.282493743340524
EV001,59.25,26.37,270.91,19.42,23.35,2025-12-05 18:28:00,3.02,0,35.516835008777804
EV001,81.75,32.86,174.07,16.1,28.06,2025-12-05 18:28:00,4.800000000000001,0,34.57695805631864
EV001,25.63,40.99,161.75,15.48,17.95,2025-12-05 18:28:00,23.040000000000003,0,35.853766223047984
EV001,28.52,31.04,140.29,16.57,12.54,2025-12-05 18:28:00,18.5,0,35.91490674383359
EV001,55.31,25.3,145.99,10.9,17.5,2025-12-05 18:28:00,7.800000000000001,0,34.58991247629302
EV001,44.42,40.56,133.7,10.82,18.44,2025-12-05 18:28:00,22.12,0,34.84250943242006
EV001,44.56,31.26,268.53,10.34,29.8,2025-12-05 18:28:00,1.4600000000000009,0,34.78157349370353
EV001,75.98,40.1,268.52,9.14,23.73,2025-12-05 18:28:00,16.37,0,33.881182269741714
EV001,24.92,44.14,155.93,12.52,34.13,2025-12-05 18:28:00,10.009999999999998,0,35.51587468357454
EV001,38.45,38.97,128.87,14.35,11.53,2025-12-05 18:28:00,27.44,0,35.409589552580734
EV001,43.06,34.77,158.82,18.41,26.09,2025-12-05 18:28:00,8.680000000000003,0,35.7855038020214
EV001,42.65,28.49,213.62,8.11,12.86,2025-12-05 18:28:00,15.63,0,34.56012069887436
EV001,85.07,33.67,133.78,8.95,23.88,2025-12-05 18:28:00,9.790000000000004,0,33.63954224122661
EV001,59.29,30.51,286.85,12.05,32.9,2025-12-05 18:28:00,-2.389999999999997,0,34.63200546092717
EV001,79.6,40.17,167.68,17.11,31.8,2025-12-05 18:28:00,8.370000000000001,0,34.74984903962178
EV001,37.7,40.87,106.19,14.85,32.02,2025-12-05 18:28:00,8.849999999999994,0,35.48761060097553
EV001,50.59,33.41,107.28,9.37,22.08,2025-12-05 18:28:00,11.329999999999998,0,34.520063478917876
EV001,49.22,31.52,104.57,8.56,11.26,2025-12-05 18:28:00,20.26,0,34.45590667726712
EV001,62.05,44.4,286.53,19.69,20.57,2025-12-05 18:28:00,23.83,1,35.48180175747194
EV001,81.76,36.73,244.85,10.78,34.28,2025-12-05 18:28:00,2.449999999999996,0,33.93870240123864
EV001,83.32,30.54,244.85,8.73,25.22,2025-12-05 18:28:00,5.32,0,33.65529173321628
EV001,52.59,39.47,128.79,15.15,17.8,2025-12-05 18:28:00,21.67,0,35.165092424547474
EV001,54.86,34.54,292.64,15.34,24.58,2025-12-05 18:28:00,9.96,0,35.133225415899496
EV001,56.98,28.79,298.51,18.83,19.27,2025-12-05 18:28:00,9.52,0,35.500730972926306
EV001,33.89,44.78,193.87,16.58,23.77,2025-12-05 18:28:00,21.01,0,35.78681616170966
EV001,22.32,32.89,158.3,9.54,18.77,2025-12-05 18:28:00,14.12,0,35.22108884365765
